"Title","Size","Aisle","Price"
"Sokol Blosser Evolution White","750 ml.","Wine-16A","12.49"
"Jam Jar Sweet Shiraz","750 ml.","Wine-19A","9.49"
"Santa Rita 120 Chardonnay","750 ml.","Wine-17A","5.49"
"Silver Oak Napa Cabernet Sauvignon","750 ml.","Wine-16A","119.99"
"Rex Goliath Merlot","750 ml.","Wine-16A","4.99"
"Villa Wolf Pinot Noir Rose","750 ml.","Wine-19A","11.99"
"Grand Corbin Despagne, 2014","750 ml.","19A","29.99"
"Williamsburg Two Shillings Red","750 ml.","Wine-17A","7.99"
"Santa Rita 120 Merlot","750 ml.","Wine-17A","5.49"
"Horton Wines Horton XOCO ROJO","500 ml.","Wine-18A","15.99"
"Federalist Lodi Cabernet Sauvignon","750 ml.","Wine-16A","15.99"
"Blandy's Malmsey 10 Year Old Madeira","500 ml.","Wine-17A","29.99"
"Federalist Honest Red Blend","750 ml.","Wine-16A","14.99"
"St Francis St. Francis Merlot","750 ml.","Wine-16A","15.99"
"Santa Rita 120 Sauvignon Blanc","750 ml.","Wine-17A","5.49"
"Rex Goliath Pinot Noir","750 ml.","Wine-16A","4.99"
"William Hill Central Coast Merlot","750 ml.","Wine-16A","12.99"
"14 Hands Merlot","750 ml.","Wine-16A","9.49"
"Beringer Main & Vine Chenin Blanc","750 ml.","Wine-16A","4.99"
"Cline Ancient Vines Zinfandel","750 ml.","Wine-16A","12.99"
"Federalist Lodi Zinfandel","750 ml.","Wine-16A","13.49"
"Moet & Chandon Nectar Imperial, NV","750 ml.","Wine-18A","55.99"
"Woodbridge by Robert Mondavi Merlot Red Wine","1.5 liter","Wine-16A","10.49"
"Hillinger Blaufrankisch","750 ml.","Wine-19A","15.99"
"De Loach Heritage Reserve Chardonnay","750 ml.","Wine Shop","8.99"
"Kendall-Jackson Vintner's Reserve Chardonnay","375 ml.","Wine Shop","8.49"
"Cavit Cavit Lunetta Prosecco, NV","750 ml.","Wine-18A","12.99"
"Yellow Tail Pinot Noir","1.5 liter","Wine-19A","8.99"
"Barkan Classic Chardonnay","750 ml.","Wine-18A","11.99"
"Michael David Freakshow Cabernet Sauvignon","750 ml.","Wine-16A","15.49"
"William Hill North Coast Cabernet Sauvignon","750 ml.","Wine-16A","12.99"
"Taylor Wine Taylor Madeira","750 ml.","Wine-17A","5.99"
"Mittelbach Tegernseerhof Rose","750 ml.","Wine-19A","10.49"
"Clos du Bois Chardonnay","750 ml.","Wine Shop","8.99"
"Cline Old Vine Lodi Zinfandel","750 ml.","Wine-16A","9.49"
"Castello del Poggio Moscato","750 ml.","Wine-19A","8.49"
"Clos du Bois Merlot","750 ml.","Wine-16A","9.49"
"B&G Vouvray","750 ml.","19A","12.99"
"Graham's Port Graham's 20 Year Old Tawny Port","750 ml.","Wine-17A","54.99"
"Black Box Wines Black Box Cabernet Sauvignon","500 ml.","Wine-16A","5.99"
"Clos du Bois Cabernet Sauvignon","750 ml.","Wine-16A","8.99"
"Fetzer Shaly Loam Gewurztraminer","750 ml.","Wine-16A","5.49"
"Portada Winemaker's Selection","750 ml.","Wine-19A","8.99"
"Louis Martini Sonoma County Cabernet Sauvignon","750 ml.","Wine-16A","15.99"
"Arbor Mist Exotic Fruit White Zinfandel","1.5 liter","Wine-17A","7.49"
"Ozeki Hana Awaka Sparkling Sake","250 ml.","Wine-18A","8.99"
"Real Sangria, NV","750 ml.","Wine-19A","6.49"
"Trump Winery Chardonnay","750 ml.","Wine-17A","18.99"
"Chapoutier Chapoutier Cotes Du Rhone Belleruche Rose","750 ml.","19A","10.49"
"Campo Viejo Rioja Reserva","750 ml.","Wine-19A","12.49"
"Duckhorn Decoy Merlot","750 ml.","Wine-16A","16.99"
"Guigal Cotes Du Rhone Rouge","750 ml.","19A","14.99"
"Manischewitz Blackberry","750 ml.","Wine-18A","4.49"
"Cecchi Chianti Docg","750 ml.","Wine-19A","12.99"
"Villa Maria Private Bin Sauvignon Blanc","750 ml.","Wine-19A","12.99"
"Almaden Mountain Rhine","5 liter","Wine-18A","17.99"
"Clos du Bois Russian River Reserve Chardonnay","750 ml.","Wine Shop","11.99"
"Cook's California Champagne Brut White Sparkling Wine, NV","748 ml.","Wine-18A","8.99"
"Schmitt Sohne Blue Riesling 4pk","748 ml.","Wine-19A","8.49"
"Kendall-Jackson Vintner's Reserve Riesling","750 ml.","Wine-16A","10.99"
"Woodbridge Chardonnay 4 pack","748 ml.","Wine Shop","6.99"
"Duckhorn Decoy Red","750 ml.","Wine-16A","16.99"
"14 Hands Hot To Trot Red","750 ml.","Wine-16A","7.99"
"14 Hands Hot To Trot White","750 ml.","Wine-16A","8.49"
"Arbor Mist Blackberry Merlot","1.5 liter","Wine-17A","7.49"
"Tegernseerhof Gruner Veltliner T26","750 ml.","Wine-19A","14.99"
"Cline Cellars Cline Sonoma Coast Chardonnay","750 ml.","Wine Shop","12.99"
"Concha Y Toro Casillero Del Diablo Pinot Noir","750 ml.","Wine-17A","8.49"
"Hillinger Small Hill Red","750 ml.","Wine-19A","11.99"
"Williamsburg Governors White","750 ml.","Wine-17A","7.49"
"Corbett Canyon Chardonnay","3 liter","Wine-18A","12.49"
"Willm Reserve Riesling","750 ml.","19A","11.49"
"Kenwood Sonoma Cabernet Sauvignon","750 ml.","Wine-16A","11.99"
"Ego Fuerza","750 ml.","Wine-19A","9.99"
"Moselland Ars Vitis Riesling","750 ml.","Wine-19A","11.99"
"Famiglie Montepulciano D'Abruzzo","750 ml.","Wine-19A","14.99"
"Vina Borgia Tinto","750 ml.","Wine-19A","6.49"
"Bota Box Zinfandel OV","3 liter","Wine-18A","15.99"
"Irony Monterey County Pinot Noir","750 ml.","Wine-16A","12.99"
"Charles Smith Wines The Velvet Devil Merlot","750 ml.","Wine-16A","9.49"
"La Javeline Vouvray","750 ml.","19A","12.99"
"Clean Slate Riesling","750 ml.","Wine-19A","9.49"
"Hacienda Lopez de Haro Rioja Reserva","750 ml.","Wine-19A","12.99"
"Don Guillermo Malbec","750 ml.","Wine-18A","9.99"
"Cambria Katherine's Vineyard Chardonnay","750 ml.","Wine Shop","13.99"
"Columbia Winery Cabernet Sauvignon","750 ml.","Wine-16A","11.99"
"Antinori Bianco Toscana White","750 ml.","Wine-19A","11.99"
"Yellow Tail Pinot Noir","750 ml.","Wine-19A","5.49"
"Noble Vines 152 Pinot Grigio","750 ml.","Wine-16A","9.49"
"Yellow Tail Sauvignon Blanc","750 ml.","Wine-19A","5.49"
"Callejon del Crimen Gran Reserva Malbec","750 ml.","Wine-17A","16.99"
"A To Z A To Z Pinot Gris","750 ml.","Wine-16A","11.99"
"A To Z A to Z Oregon Pinot Noir","750 ml.","Wine-16A","16.99"
"Ozv Lodi Zinfandel","750 ml.","Wine-16A","10.49"
"Concha y Toro Frontera Sauvignon Blanc","1.5 liter","Wine-17A","8.49"
"La Crema Willamette Valley Pinot Noir","750 ml.","Wine-16A","20.99"
"Honig Sauvignon Blanc","750 ml.","Wine-16A","16.99"
"Black Box Wines Black Box Pinot Grigio","500 ml.","Wine-16A","5.99"
"Stella Rosa Stella Rosa Moscato D'Asti","750 ml.","Wine-19A","11.99"
"Coppola Rosso","750 ml.","Wine-16A","8.99"
"Frescobaldi Nipozzano Riserva Chianti Rufina","750 ml.","Wine-19A","17.99"
"Gatao Vinho Verde","375 ml.","Wine-19A","4.99"
"Diseno Malbec","750 ml.","Wine-17A","8.49"
"Coppola Bianco Pinot Grigio","750 ml.","Wine-16A","8.99"
"Menage A Trois Midnight","750 ml.","Wine-16A","9.49"
"Madria Sangria, NV","1.5 liter","Wine-16A","9.49"
"Maso Canali Trentino Pinot Grigio","750 ml.","Wine-19A","15.99"
"Coppola Diamond Chardonnay","750 ml.","Wine Shop","10.99"
"La Petite Frog Picpoul","3 liter","19A","24.99"
"Concha y Toro Casillero del Diablo Malbec","750 ml.","Wine-17A","8.99"
"Villemaurine, 2015","750 ml.","19A","49.99"
"Pine Ridge Chenin Viognier","750 ml.","Wine-16A","12.99"
"Tilia Malbec","750 ml.","Wine-17A","8.49"
"Casa Santos Lima LAB Red Blend","750 ml.","Wine-19A","7.99"
"Estancia Cabernet Sauvignon","750 ml.","Wine-16A","11.99"
"Coppola Diamond Zinfandel","750 ml.","Wine-16A","10.99"
"Chablis Montmains 1er Cru Philibert Ducard","750 ml.","19A","29.99"
"Estancia Chardonnay","750 ml.","Wine Shop","9.49"
"Lalande Borie, 2015","750 ml.","19A","34.99"
"Arbor Mist Mango Strawberry Moscato","1.5 liter","Wine-17A","7.49"
"Cline Viognier","750 ml.","Wine-16A","10.49"
"Chablis Philibert Ducard","750 ml.","19A","19.99"
"Mezzacorona Pinot Grigio","750 ml.","Wine-19A","7.49"
"Smoking Loon Pinot Grigio","750 ml.","Wine-16A","6.49"
"19 Crimes Shiraz","750 ml.","Wine-19A","7.49"
"Rapidan River Peach","750 ml.","Wine-17A","8.99"
"Cloudline Pinot Noir","750 ml.","Wine-16A","17.49"
"Mezzacorona Pinot Grigio","1.5 liter","Wine-19A","12.49"
"Yellow Tail Sparkling White, NV","750 ml.","Wine-18A","6.99"
"Pacific Rim Riesling","750 ml.","Wine-16A","8.49"
"Gnarly Head Cabernet Sauvignon","750 ml.","Wine-16A","8.49"
"Villamont Cremant de Bourgogne Blanc de Blancs, NV","750 ml.","Wine-18A","15.99"
"Trivento Amado Sur Red","750 ml.","Wine-17A","12.99"
"Wild Horse Pinot Noir","750 ml.","Wine-16A","17.49"
"Don Miguel Gascon Malbec","750 ml.","Wine-17A","11.99"
"Koenig Gewurztraminer Vin D'Alsace","750 ml.","19A","14.99"
"Casa Santos Lima Lab White Blend","750 ml.","Wine-19A","7.99"
"Cantina Gabriele Moscato","750 ml.","Wine-18A","12.99"
"Ampelia, 2016","750 ml.","19A","17.99"
"Chateau La Prade, 2016","750 ml.","19A","19.99"
"Chateau Beychevelle, 2016","750 ml.","19A","89.99"
"Chateau Tour de Pez, 2015","750 ml.","19A","24.99"
"Sonoma Vineyards Red Blend by Rodney Strong","750 ml.","Wine-16A","19.99"
"Lespault Martillac Blanc, 2015","750 ml.","19A","29.99"
"Pellegrino Dry Marsala","750 ml.","Wine-17A","13.99"
"Andre Extra Dry, NV","750 ml.","Wine-18A","6.49"
"Torraiolo Rosato IGT","750 ml.","Wine-19A","9.99"
"Chateau Cap De Faugeres, 2016","750 ml.","19A","19.99"
"The Prisoner Wine Company Blindfold White","750 ml.","Wine-16A","24.99"
"Chateau Les Terrasses de Tour St. Christophe, 2016","750 ml.","19A","19.99"
"Crafters Union Rose Blush Wine","375 ml.","Wine-16A","6.99"
"Crafters Union Pinot Grigio White Wine","375 ml.","Wine-16A","6.99"
"Crafters Union Red Blend Red Wine","375 ml.","Wine-16A","6.99"
"Henri Dubois Champagne Brut Gold Label","750 ml.","Wine-18A","26.99"
"Pommery Apanage Brut, NV","750 ml.","Wine-18A","39.99"
"Protos Ribera Del Duero Reserva","750 ml.","Wine-19A","37.99"
"Bieler Bieler Born To Run Rose","750 ml.","Wine-16A","11.99"
"Bixby Creek Bridge Napa Valley Rose","750 ml.","Wine-16A","12.99"
"4 Vents Tavel Rose","750 ml.","19A","12.99"
"Chateau Carlmagnus, 2016","750 ml.","19A","21.99"
"Chateau Haut Brisson, 2016","750 ml.","19A","28.99"
"Luna Di Luna Pinot Grigio","750 ml.","Wine-19A","9.49"
"Marietta Old Vine Red","750 ml.","Wine-16A","12.99"
"Prophecy Sauvignon Blanc","750 ml.","Wine-19A","8.99"
"Dame De Bouard, 2016","750 ml.","19A","19.99"
"Chateau Aurore de Dauzac, 2015","750 ml.","19A","28.99"
"Kenwood Sonoma Chardonnay","750 ml.","Wine Shop","8.49"
"Penfolds Bin 28 Kalimna Shiraz","750 ml.","Wine-19A","29.99"
"Les Tours de Pierreux Brouilly","750 ml.","19A","14.99"
"Acrobat Pinot Gris","750 ml.","Wine-16A","13.49"
"Pommard Chevaliers De L'Arquebuse, 2016","750 ml.","19A","49.99"
"Menage A Trois Bourbon Barrel Cabernet Sauvignon","750 ml.","Wine-16A","9.99"
"Montebuena Rioja","750 ml.","Wine-19A","9.49"
"Ponzi Willamette Valley Classico Pinot Noir","750 ml.","Wine-16A","33.99"
"Poggio Poggio Al Casone La Cattura Toscana","750 ml.","Wine-19A","14.99"
"Pico Maccario Lavignone Barbera d'Asti DOCG","750 ml.","Wine-19A","14.99"
"Chateau Belgrave, 2015","750 ml.","19A","39.99"
"Ruby Red Rose Grapefruit 4 Pack","1 liter","19A","12.99"
"Boho Bonanza Cabernet Sauvignon by Caymus Vineyards","750 ml.","Wine-16A","21.99"
"Blanquito Albarino","750 ml.","Wine-19A","13.99"
"Dibon Brut Reserve, NV","750 ml.","Wine-18A","9.99"
"Zenato Alanera Rosso Veronese IGT","750 ml.","Wine-19A","14.99"
"Jefferson Meritage Blend","750 ml.","Wine-17A","28.99"
"Gnarly Head Sauvignon Blanc","750 ml.","Wine-16A","8.49"
"Domaine de la Croix Mulins Morgon","750 ml.","19A","14.99"
"Saintayme, 2016","750 ml.","19A","21.99"
"Siran, 2016","750 ml.","19A","37.99"
"Villa Jolanda Moscato Mango, NV","750 ml.","Wine-18A","9.49"
"High Noon High Noon Black Cherry 4 Pack","1.42 liter","Wine-18A","9.99"
"Mazetier Tradition","750 ml.","19A","9.99"
"Hugel Riesling","750 ml.","19A","21.99"
"Michael Shap Cabernet Franc","750 ml.","Wine-17A","25.99"
"Ayala Brut Majeur Rose, NV","750 ml.","Wine-18A","46.99"
"Rodney Strong Chalk Hill Chardonnay","750 ml.","Wine Shop","15.99"
"Sutter Home Pinot Grigio","1.5 liter","Wine-16A","9.49"
"Villa Puccini Toscana","750 ml.","Wine-19A","12.99"
"Deloach De Loach Heritage Reserve Cabernet Sauvignon","750 ml.","Wine-16A","8.99"
"flipflop Flip Flop Pinot Grigio","750 ml.","Wine-16A","5.49"
"Erath Pinot Gris","750 ml.","Wine-16A","10.99"
"Bighouse Pinot Grigio","750 ml.","Wine-16A","7.99"
"Sutter Home Cabernet Sauvignon","1.5 liter","Wine-16A","8.49"
"Black Box Wines Black Box Chardonnay","500 ml.","Wine Shop","5.99"
"Ruffino Chianti","750 ml.","Wine-19A","8.99"
"Sutter Home Moscato","750 ml.","Wine-16A","4.99"
"Kenwood Sonoma County Merlot","750 ml.","Wine-16A","9.99"
"Thorn-Clarke Shotfire Shiraz","750 ml.","Wine-19A","14.99"
"Cavit Pinot Noir","750 ml.","Wine-19A","8.99"
"Olarra Cerro Anon Rioja Reserva","750 ml.","Wine-19A","15.99"
"Liberty School Cabernet Sauvignon","750 ml.","Wine-16A","13.99"
"Chapoutier Cotes Du Rhone Belleruche","750 ml.","19A","10.99"
"Clos du Bois Pinot Grigio","750 ml.","Wine-16A","9.49"
"Middle Sister Rebel Red","750 ml.","Wine-16A","6.76"
"Yellow Tail Sangria","750 ml.","Wine-19A","5.49"
"Yellow Tail Sangria","1.5 liter","Wine-19A","8.99"
"William Hill North Coast Sauvignon Blanc","750 ml.","Wine-16A","12.99"
"Black Box Wines Black Box Merlot","500 ml.","Wine-16A","5.99"
"William Hill North Coast Chardonnay","750 ml.","Wine Shop","10.99"
"Kenwood Sonoma Sauvignon Blanc","750 ml.","Wine-16A","8.99"
"Carpano Antica Formula Vermouth","375 ml.","Wine-17A","17.99"
"Round Pond Estate Sauvignon Blanc","750 ml.","Wine-16A","24.99"
"Ruffino Ruffino Chianti Classico Riserva Ducale Tan","750 ml.","Wine-19A","19.99"
"Valminor Albarino","750 ml.","Wine-19A","11.99"
"Anciano Reserva 5yr","750 ml.","Wine-19A","9.99"
"Barefoot Barefoot Pinot Noir","750 ml.","Wine-16A","4.99"
"Yalumba Y Series Viognier","750 ml.","Wine-19A","10.99"
"Yellow Tail Pinot Grigio","750 ml.","Wine-19A","5.49"
"Barboursville Wines Barboursville Octagon Red Blend","750 ml.","Wine-17A","47.99"
"Layer Cake Shiraz","750 ml.","Wine-19A","12.99"
"Barboursville Wines Barboursville Reserve Vigonier","750 ml.","Wine-17A","17.99"
"Yalumba Y Series Chardonnay","750 ml.","Wine-19A","10.99"
"Rex Goliath Sauvignon Blanc","1.5 liter","Wine-16A","8.99"
"Altano Douro Red","750 ml.","Wine-19A","10.49"
"Rodney Strong Sonoma Vineyards Chardonnay by Rodney Strong","750 ml.","Wine Shop","17.99"
"Ruffino Orvieto","750 ml.","Wine-19A","8.79"
"Kourtaki Muscat Samos","750 ml.","Wine Shop","14.99"
"Banfi Centine Rosso","750 ml.","Wine-19A","10.99"
"Stella Rosa Stella Rosa Black","750 ml.","Wine-19A","10.99"
"Domaine de Chevalier Clos des Lunes Lune D'Argent","750 ml.","19A","17.99"
"Cusumano Nero d'Avola","750 ml.","Wine-19A","11.49"
"Castle Rock Central Coast Chardonnay","750 ml.","Wine Shop","8.49"
"Martini & Rossi Dry Vermouth","375 ml.","Wine-17A","5.99"
"Belcreme De Lys Chardonnay","750 ml.","Wine Shop","10.49"
"Martini & Rossi Sweet Vermouth","375 ml.","Wine-17A","5.99"
"Charles Smith Wines Kung Fu Girl Riesling","750 ml.","Wine-16A","9.49"
"Antinori Santa Cristina Campogrande Orvieto","750 ml.","Wine-19A","12.99"
"La Bardada Tinta de Toro","750 ml.","Wine-19A","16.99"
"Bonterra Merlot ORGANIC","750 ml.","Wine Shop","11.99"
"Franciscan Estate Franciscan Chardonnay","750 ml.","Wine Shop","13.49"
"Sandeman 's Founders Reserve Port","750 ml.","Wine-17A","18.49"
"Game of Thrones Chardonnay","750 ml.","Wine Shop","18.99"
