Name;Synonyms;Type
Cinsaut;Black Malvoisie, Black Prince, Blue Imperial, Boudales, Bourdales, Bourdales Kek, Bourdelas, Budales, Calibre, Chainette, Cincout, Cing-Saou, Cinq-Sao, Cinq-Saou, Cinq-Saut, Cinqsaut, Cinquien, Cinsanet, Cinsault, Cinsaut Couche, Cubilier, Cubillier, Cuviller, Cuvillier, Espagne, Espagnen, Espagnin Noir, Espagnol, Froutignan, Grappu De La Dordogne, Grecau, Grecu Masculinu, Gros De Lacaze, Gros Marocain, Hermitage, Imperial Blue, Kara, Kara Takopoulo, Madiran, Madiran Du Portugal, Malaga, Malaga Kek, Malvoise, Marocain, Marroquin, Marrouquin, Maurange, Mavro Kara, Mavro Kara Melkii, Milhau, Milhaud Du Pradel, Morterille, Morterille Noire, Moustardier Noir, Navarro, Negru De Sarichioi, Oeillade, Oeillade Noir, Ottavianello, Ottaviano, Ottavianuccia, Ottavinello, Pampous, Papadou, Passerille, Passerille Senso, Pedaire, Petaire, Picardan, Picardan Noir, Piede Di Colombo, Piede Di Palumbo, Piede Rosso, Piqepoul, Piquepoul D'Uzes, Pis De Chevre, Pis De Chevre Rouge, Plant D Arles Boudales, Plant D'Arles, Plant De Broqui, Plant De Broquies, Poupe De Crabe, Poupo De Crabe, Poupo De Crabo, Pousse De Chevre, Pousse De Chevre Rouge, Prunaley, Prunelard, Prunelas, Prunelat, Prunella, Prunellas, Prunellas Noir, S Saul, Salerne, Samso, Samson, Sao Saul, Senso, Sensu, Sinseur, Sinso, Sinson, Strum, Takopulo Kara, Ulliade, Ulliaou, Uva Spina, West'S White Prolific;Red
Colombana nera;;Red
Colorino;;Red
Complexa;;Red
Cornalin see Rouge du Pays;;Red
Cornifesto;;Red
Corvina / Corvinone;;Red
Counoise;;Red
Croatina;;Red
Darnekuša;;Red
Dobričić;;Red
Dolcetto;;Red
Domina;;Red
Dornfelder;;Red
Douce noir/Charbono/Bonarda/Turca;;Red
Douce Noire grise;;Red
Dunkelfelder;;Red
Duras;;Red
Dureza;;Red
Durif / Petite Sirah;;Red
Ederena;;Red
Enfariné noir;;Red
Espadeiro;;Red
Étraire;;Red
Fer;;Red
Ferrón;;Red
Fetească neagră;;Red
Forcallat tinta;;Red
Fortana;;Red
Frappato;;Red
Freisa;;Red
Frühroter Veltliner;;Red
Fumin;;Red
Gaglioppo;;Red
Gamashara;;Red
Gamay / Gamay noir;;Red
Gamaret;;Red
Garanoir;;Red
Garnatxa / Grenache / Garnacha / Cannonau /Lladoner Pelut / Lledoner Pelut;;Red
Garró;Barillol, Galmeta, Galmete, Mandó, Mandón, Morenillo, Valenciana Tinta;Red
Ġellewża;Gelleuza;Red
Girò;;Red
Gouget noir;;Red
Graciano;Bastardo Nero, Bois Dur, Bordelais, Cagliunari, Cagnonale, Cagnovali Nero, Cagnulari, Cagnulari Bastardo, Cagnulari Sardo, Cagnulatu, Caldareddu, Caldarello, Cargo Muol, Courouillade, Courouillade, Couthurier, Drug, Graciana, Graciano Tinto, Grosse Negrette, Jerusano, Karis, Marastel, Matarou, Minostello, Minustello, Monastel, Monestaou, Morastel, Morestel, Morrastel, Mourastel, Perpignan, Perpignanou Bois Dur, Plant De Ledenon, Tinta Do Padre Antonio, Tinta Miuda, Tintilla, Uva Cagnelata, Xeres, Xerez, Zinzillosa,[4] Cendrón, Tanat Gris, Tintilla de Rota;Red
Grand noir de la Calmette;;Red
Grisa nera;;Red
Greco nero;;Red
Grignolino;;Red
Gropello;;Red
Grolleau / Groslot;;Red
Gros Verdot;;Red
Gueuche noir;;Red
Helfensteiner;;Red
Heroldrebe;;Red
Hondarribi Beltza;;Red
Hron;;Red
Humagne Rouge / Cornalin d'Aoste;;Red
Joubertin / Jaubertin;;Red
Juan García;;Red
Jurancon noir;;Red
Kadarka;;Red
Kakhet;;Red
Kalecik Karasi;;Red
Kindzmarauli/ Saperavi;;Red
Kotsifali;;Red
Krasnostop Zolotovsky;Krasnostop, Krasnostop Anapsky;Red
Kratosija;;Red
Lacrima di Morro / Lacrima nera;;Red
Lagrein;;Red
Lambrusco;;Red
Liatiko;;Red
Limnio;;Red
Listan negro;;Red
Loureira Tinta;Loureiro Tinto;Red
Madrasa/ Matrassa;;Red
Magarach Bastardo/Bastardo Magarach;;Red
Magaratch Ruby / Magarach Ruby;;Red
Magliocco Canino/Maiolica;;Red
Magliocco Dolce/Marsigliana nera;;Red
Magyarfrankos;;Red
Malbec / Auxerrois / Cot;;Red
Malvasia di Schierano/Malvasia nera;;Red
Mammolo;;Red
Mandelaria / Mandelari / Amorghiano;;Red
Mandolari;;Red
Manseng noir;;Red
Manto negro;;Red
Mara;;Red
Maratheftiko;;Red
Marselan;;Red
Marsigliana;;Red
Marzemino;;Red
Mauzac noir;;Red
Mavro;;Red
Mavrodafni / Mavrodaphne;;Red
Mavrud / Mavroudi;;Red
Mayorquin;;Red
Meghrabujr;;Red
Melnik;;Red
Mencía / Jaén colorado;;Red
Merenzao;;Red
Merille;;Red
Merlot;;Red
Milgranet;;Red
Millot /Léon Millot;;Red
Mission;;Red
Molinara;;Red
Mondeuse;;Red
Monica;;Red
Montepulciano;;Red
Montù / Montuni;;Red
Moreto;;Red
Moristel;Concejón, Juán Ibáñez, Miguel de Arcos and Miguel del Arco (or Miguel d'Arco);Red
Mornen noir;;Red
Morrastel Bouschet;;Red
Mourisco tinto;;Red
Mourvèdre / Monastrell / Mataro/ Rossola nera/Garrut;;Red
Mouyssaguès;;Red
Mtevandidi;;Red
Mujuretuli;;Red
Muscardin;;Red
Muscat Bouschet;;Red
Muscat Hamburg;;Red
Nebbiolo;;Red
Negoska;;Red
Negrara;;Red
Négrette/ Pinot St George;;Red
Negroamaro;;Red
Negru de Dragasani;;Red
Nerkarat;;Red
Nero Buono di Cori;;Red
Nero d'Avola;;Red
Nerello Mascalese/ Nerello Cappuccio;;Red
Neretto di Bairo;;Red
Neyret;;Red
Nielluccio;;Red
Ninčuša;;Red
Nocera;;Red
Notardomenico;;Red
Oeillade noire;;Red
Ojaleshi;;Red
Öküzgözü;;Red
Oseleta;;Red
Pais;;Red
Pallagrello nero;;Red
Pamid;;Red
Pascale di Cagliari;;Red
Pelaverga;;Red
Peloursin;;Red
Perdal;;Red
Perricone/Guarnaccia;;Red
Persan;;Red
Petit Bouschet;;Red
Petit Rouge;;Red
Petit Verdot;;Red
Piccola nera;;Red
Piedirosso;;Red
Pignerol;;Red
Pignola Valtellinese;;Red
Pignolo;;Red
Pineau d'Aunis;;Red
Pinot Meunier / Schwarzriesling / Müllerebe;;Red
Pinot noir / Spätburgunder / Blauburgunder / Pinot nero;;Red
Pinotage;;Red
Piquepoul noir;;Red
Plassa;;Red
Plavina / Brajda Mala / Brajdica / Bratkovina / Jurkovica / Marasovka /Modrulj / Plavac Plavina /Plavinac /Plavina Mala / Plavina Sitnah / Plavina Velka / Plavka / Plavka Mala / Velika Plavka;;Red
Pollera nera;;Red
Portan;;Red
Poulsard/ Plousard;;Red
Prieto Picudo;;Red
Prokupac;;Red
Raboso;;Red
Ramisco;;Red
Reberger;;Red
Refosco / Refošk;Teran[6][circular reference];Red
Rimava;;Red
Roesler;;Red
Rondinella;;Red
Rossese;;Red
Rossignola;;Red
Rossolino nero;;Red
Rotberger;;Red
Rouchet/ Ruché / Roche;;Red
Rubintos;;Red
Ruby Cabernet;Ruby Chablais, Ruby Chablis;Red
Rufete / Tinta Pinheira / Tinta Carvalha / Rufeta;;Red
Sagrantino;;Red
Sangiovese;;Red
San Giuseppe nero;;Red
Saperavi;;Red
Schiava / Trollinger;;Red
Schioppettino;;Red
Schönburger;;Red
Sciacarello;;Red
Sciascinoso / Olivella nera;;Red
Segalin / Ségalin;;Red
Servanin;;Red
Sgaretta/Sgavetta;;Red
Shiraz / Syrah;;Red
Shiroka Melnishka Losa / Melnik;;Red
Sousão/Souzão/Sousón;;Red
St Laurent / Svatovavrinecke;;Red
Saint-Macaire;;Red
Sumoll;Sumoll negro, Sumoll tinto, Vijariego negra, Verijariego negra, Vijariego Negro;Red
Susumaniello;;Red
Tannat;;Red
Tarrango;;Red
Tazzelenghe;;Red
Tempranillo / Aragónez / Tinta Roriz / Ull de Llebre / Cencibel / Tinta del Pais;Albillo negro, Aldepenas, Aragon, Aragones, Aragonez, Aragónez, Aragonez da ferra, Aragonez de elvas, Arauxa, Arganda, Arinto tinto, Cencibal, Cencibel, Cencibera, Chinchillana, Chinchillano, Chinchilyano, Crujidera, Cupani, De por aca, Escobera, Garnacho fono, Grenache de logrono, Jacibera, Jacibiera, Jacivera, Juan garcia, Negra de mesa, Negretto, Ojo de liebre, Olho de lebre, Palomino negro, Pinuela, Roriz, Sensibel, Tempranilla, Tempranillo crni, Tempranillo de la rioja, Tempranillo de perralta, Tempranillo de rioja, Tempranillo de rioza, Tempranillo rioja, Tinta aragones, Tinta corriente, Tinta de madrid, Tinta de santiago, Tinta de toro, Tinta del pais, Tinta do inacio, Tinta do pais, Tinta fina, Tinta madrid, Tinta monteira, Tinta monteiro, Tinta roris, Tinta roriz, Tinta santiago, Tinto aragon, Tinto aragones, Tinto aragonez, Tinto de la ribera, Tinto de madrid, Tinto de rioja, Tinto de toro, Tinto del pais, Tinto del toro, Tinto fino, Tinto fino de Madrid, Tinto madrid, Tinto pais, Tinto ribiera, Tinto riojano, Tinto tempranillo, Ull de liebre, Ull de llebre, Valdepenas, Verdiell, Vid de aranda;Red
Teran;;Red
Termarina rossa;;Red
Teroldego / Teroldego Rotaliano;;Red
Terret noir;;Red
Thiniatiko;;Red
Tibouren;;Red
Tinta Amarela;;Red
Tinta Barroca;;Red
Tinta Caiada;;Red
Tinta Carvalha;;Red
Tinta Francisca;;Red
Tinta Madeira;;Red
Tinta Miuda;;Red
Tinta Negra Mole / Preto Martinho;;Red
Tinto Cão;;Red
Touriga Franca / Touriga Francesa;;Red
Touriga Nacional / Azal Espanhol / Preto de Mortágua;;Red
Turán;;Red
Trepat;Bonicaire, Embolicaire, Parrel, Trapat, Traput and Trepan;Red
Trevisana nera;;Red
Trincadeira/ Castelão / Torneiro;;Red
Usakhelauri;;Red
Uva di Troia /Nero di Troia/ Sumarello/ Uva di Canosa/ Uva di Barletta/ Troiano/ Tranese / Uva della Marina;;Red
Uvalino;;Red
Uva Rara;;Red
Uva Tosca;;Red
Vaccarese / Vaccarèse/ Brun Argenté;;Red
Valdiguié / Brocol / Napa Gamay / Gamay 15;;Red
Valentino nero;;Red
Vermentino nero;;Red
Vespolina;;Red
Vien de Nus;;Red
Volidza/Volitsa;;Red
Vranac;;Red
Vuillermin;;Red
Wildbacher/Blauer Wildbacher;;Red
Wrothham Pinot;;Red
Xinomavro;Xynomavro;Red
Žametovka;;Red
Zinfandel / Crljenak Kaštelanski / Primitivo;;Red
Zweigelt / Zweigeltrebe / Rotburger;;Red
Adalmiina;Aldemina, Elmer Swenson[3];White
Addoraca;Odoacra;White
Aidani / Aidini / Aedani;Aidani, Aspro, Aedano, Aedani, Aidano, Aspedano, Aspraidano, Asproaidani, Leyko, Lefko, Lafko Aidani, and Lefko Ithani;White
Airén;Aiden, Blancon, Forcallada, Forcallat, Forcallat blanca, Forcallat blanco, Forcayat, Forcellat bianca, Forcellat blanca, Laeren del Rey, Lairen, Layren, Manchega, Mantuo Laeren, Valdepenas, Valdepenera blanca, and Valdepenero;White
Alarije / Alarijen;;White
Albalonga;;White
Albana;Albana a Grappo Longo, Albana a Grappolo Fitto, Albana a Grappolo Lungo, Albana a Grappolo Rado o Gentile, Albana dell'Istria (?), Albana della Forcella, Albana di Bertinoro, Albana di Bologna, Albana di Forli, Albana di Gatteo, Albana di Lugo, Albana di Montiano, Albana di Pesaro, Albana di Romagna, Albana di Terra Del Sole, Albana Gentile, Albana Gentile di Faenza, Albana Gentile di Ravenna, Albana Grossa, Albano, Albanone, Albuelis, Biancame Sinalunga, Forcella, Forcellata, Forcellina, Forcelluta, Raccia Pollone, Ribona, Riminese, and Sforcella;White
Albanella;;White
Albanello bianco;Alablanca, Albanella, Albanello Bianco di Siracusa, Alvanella, Alvanello, Arnina Bianca, Arvina and Claretta;White
Albaranzeuli bianco;Albaranzèllu, Alvarenzeli, Alvarenzell, Alvaranzeuli, Alvaranzeuli bianco, Lacconargiu, Lacconarzu, Lacconazzu biancu, Laconari bianca, Laconarzu, Laconazzu bianco, Liconargiu and Licronasciu;White
Albarello;;White
Albariño / Alvarinho / Cainho branco;Albarina, Alvarin Blanco, Alvarinha, Alvarinho, Azal Blanco, Galego and Galeguinho;White
Albarola;Albarola bianca, Albarola di Lavagna, Albarola trebbiana, Bianchetta Genovese, Calcatella, Calcatella di Sarzana, Erbarola, Temosci, Trebbiano di Sarzana and Trebbiano locale;White
Albillo;Albilla, Albillo de Cebreros, Albillo de Madrid, Albillo de Toro, Albillo Castellano, Blanco del País, Castellano, Gual, Hoja Vuelta, Nieves Temprano, Pardillo, Abuela, Acerba, Acerva, Albarin blanco, Albil Prado, Albilo Kasteliano, Albillo blanco, Albillo blanco fino, Albillo Cagalon, Albillo Castillian, Albillo de Granada, Albillo de Huebla, Albillo de San Jeronimo, Albillo Dorado, Albillo Prado, Albillo Peco, Albillo Peco de Trebugena, Albillo Real, Albillo Temprano, Albillo Verdal, Albuela, Alvilla, Alvillo, Arvilla, Besto Maduro, Blanco Castellano, Blanco Pais, Blanco Ribera, Blanco Rivera, Cagalon, Cepa Canasta, Cepa de Lena, De Lena, Hogazuela, Hogomela, Nives Temprano, Ojo de Liebre, Pardillo de Albillo, Picapol, Prolifera, Temprano de Campo Real, Temprano de Mora, Uva de Lena, Uva Pardilla and Verdaguilla;White
Alcañón;Blanco Castellano and Bobal Blanca;White
Aligoté;Aligotay, Alligotay, Alligoté, Blanc de Troyes, Carcairone blanc, Carcarone, Carchierone, Chaudenet, Chaudenet Gras, Giboudot blanc, Griset blanc, Karkarone Blank, Melon de Jura, Muhranuli, Mukhranudi, Pistone, Plant de Trois, Plant de Trois Raisins, Plant gris, Purion blanc, Selon Molon, Selon Odart, Troyen blanc, Vert blanc;White
Alionza;Aglionza, Alconza, Aleonza, Alionga, Bianca del Bolognese, Allionza, Allionza bianca, Glionza, Leonza, Uva Lonza and Uva Schiava;White
Altesse / Roussette;Altesse Blanche, Altesse Verte, Arin, Fusette, Fusette d'Amberieu, Fusette de Montagnieu, Ignam, Ignan Blanc, Maconnais, Petit Maconnais, Prin Blanc, Rousette Haute, Roussette, Roussette Basse, Roussette de Montagnieu, Roussette Grosse, Roussette Haute, Roussette Petite, Serene Blanche;White
Amigne;Amigne Blanche and Amique;White
Ansonica / Inzolia;Amsonica, Ansolia, Ansolica, Ansoliku, Ansonica Bianca, Ansora, Ansoria, Ansorica, Anzonaka, Anzonica, Anzulu, Arba Solika, Erba Insolika, Inselida, Insolia, Insolia di Palermo, Insora, Inzolia, Inzolia Parchitana, Nsolia, Nsuolia, Nzolia, Nzolia Bianca, Nzolia di Lipari, Nzolia di Palermo, Soria, and Zolia Bianca;White
Antao Vaz;;White
Arany sárfehér / Izsáki;Izsáki Sárfehér, Fehér dinka, Német dinka, Huszár szőlő;White
Arbane;Albane (in Aube), Arbane blanc, Arbane du Bachet, Arbanne (in Les Riceys and Moulins-en-Tonnerrois), Arbanne blanche, Arbenne, Arbenne blanc, Arbone, Crène (in Balnot-sur-Laignes, Balnot-la-Grange and Polisot), Crene, Crénillat (La Valla-en-Gier and Rive-de-Gier in Loire), Crenillat and Darbanne (in Aube);White
Arbois;Menu Pineau and Petit Pineau, Herbois, Orbois and Verdet;White
Arilla;Agrilla, Arillo, Rille and Uva Rilla;White
Arinto / Assario branco;Arintho, Arintho du Dao, Arinto Cachudo, Arinto Cercial, Arinto d'Anadia, Arinto de Bucelas, Arinto do Douro, Arinto Galego, Asal Espanhol, Asal Galego, Assario branco, Boal Cachudo, Branco Espanhol, Cerceal, Chapeludo, Malvasia Fina, Pe de Perdiz branco, Pederna, and Pedernao;White
Arneis;Bianchetta, Bianchetta d'Alba, Bianchetta di Alba, Bianchetto, Bianchetto Albese, Bianchetto di Alba, Bianchetto di Verzuolo, and Nebbiolo bianco;White
Arnsburger;;White
Arrufiac / Arrufiat / Ruffiac;Ambre, Arafiat, Arrefiac, Arrefiat, Arrufiat, Arufiat, Raffiac, Raffiat, Refiat, Rouffiac Femelle, Ruffiac, Ruffiac Blanc, and Rufiat;White
Arvesiniadu;Alvu Signadu, Argu Ingianau,[1] Argu Ingiannau, Arvesimiadu bianco, Arvu Siniadu, Arvusiniadu, Arvusiniagu, Avrisiniadu and Uva Oschirese;White
Asprinio bianco;Asprinia di Aversa, Asprinio, Asprino, Greco, Lacrima, Olivese, Ragusano, Ragusano Bianco, Uva Asprina and Uva Asprinia;White
Assyrtiko / Assyrtico;Arcytico, Assirtico, Assyrtico, Asurtico, and Asyrtiko;White
Athiri;Asprathiri, Asprathiro, Athiri Aspro, Athiri Lefko, and Athiri Leyko;White
Aubin / Aubin blanc;Albin Blanc, Aneb ben Cadi, Aubin, Blanc de Magny, Gros Vert de Crenay;White
Aubin vert;Aubun vert, Blanc d'Euvezin, Blanc d'Euvizin and Vert blanc;White
Aurelius;;White
Auxerrois blanc;Arboisier, Arnaison blanc, Arnoison, Aubaine, Auvergnat blanc, Auvernas blanc, Auvernat blanc, Auxois blanc, Bargeois blanc, Beaunois, Blanc De Champagne, Breisgauer Sussling, Burgundi Feher, Chablis, Chardennet, Chardonnay blanc, Chatey Petit, Chaudenet, Claevner, Clevner Weiss, Epinette blanche, Epinette De Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Petit Chatey, Petit Sainte-marie, Pino Shardone, Pinot Blanc A Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Plant De Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Rulander Weiss, Sainte Marie Petite, Sardone, Shardone, Weiss Silber, Weissedler,[9] Auxerrois blanc de Laquenexy and Auxerrois de Laquenexy;White
Avesso;Bornal, Bornao, Borracal Branco, and Borral;White
Azal branco;Asal branco, Asal da Lixa, Azal bianco, Azal da Lixa, Carvalha, Carvalhal, Es Pinheira, Gadelhudo, and Pinheira;White
Barcelo;;White
Bacchus;Bacchus Weiss, Weisser Bacchus, Frühe Scheurebe, Geilweilerhof 33-29-133 and Gf 33-29-133;White
Baco blanc;22 A Baco, Baco 22 A, Baco 22-A, Baco 221, Maurice Baco, and Piquepoul de Pays;White
Baiyu / Rkatsiteli;;White
Balzac blanc;Balzard blanc, Balzat, Blanc Limousin, Chigne, Dressiere, Limousin blanc, Margnac blanc, Plant de Saint Jean and Ressière;White
Banat Riesling / Banat Rizling;;White
Baratuciat;Bertauciat and Bertacucià;White
Barbera bianca;Bertolino, Bertoulin, Caria l'Aso, Lardera, Lardera bianca, Lardera delle Langhe, Martinella, Martinetta, Ovata bianca, Peigein, Peigin, Peisìn, Peisin, Poison bianco, Poisino and Uva Ovata;White
Bariadorgia;Bariadorgia bianca, Barria Dorgia, Barriadorgia (in Sardinia), Barriadorza, Carcaghjolu biancu, Carcajola, Carcajolo bianco (in Sardinia), Carcajolo blanc (in Corsica), Cargajola blanc, Fragrante, Gregu bianco (in Sardinia), Variatoghja and Verzolina bianca;White
Baroque;Barake, Baroca, Baroke, Barroque, Blanc Bordelais, Bordelais, Bordelais blanc, Bordeleza zuria, Boudales, Bourdales, Claverie blanc, Escripet folle, Muscadelle de Nates, Petit Bordelais, Plant Bordelais and Sable blanc;White
Belina;;White
Benedino;;White
Besgano bianco;Besgano bianca, Besgano, Bianco di Bobbio, Colombana bianca, Gragnolato blanco, Grangnolo bianco, Grignola, Grignolato bianco, Grignolino bianco, Grignolo, Grignolo bianco, Grignolo Bianco di San Colombano, San Colombano Piccolo and Uva di Milano;White
Bia blanc;Bear, Beard and Biard;White
Bianca;Biahka, Bianka, EC 40, ECS 40, Egri Csillagok 40 and May Rot;White
Biancame / Bianchello;Malvasia di Sardegna, Trebbiano Toscano and Albana;White
Bianchetta Trevigiana;Bianca Gentile di Fonzaso, Bianchetta, Bianchetta Gentile, Bianchetta Semplice, Bianco Vernanzinaj, Cenese, Pavana bianca, Pignolo bianco, Senese (in Breganze), Uva Cinese, Vernaccia, Vernaccia di Verona, Vernaccia Trentina, Vernanzina (in the Berici Hills), Vernassina (in the Euganean Hills), Vernazza, Vernazza Trentina, Vernazzina, Weisser Vernatch and Weissvernatsch;White
Bianchetti Genovese;;White
Bianco d'Alessano;Acchiappapalmento, Achiappapalmento, Bianco d'Assano, Bianco di Latiano, Bianco di Lessame, Bianco di Palmento, Bianco di Valdigna, Butta Palmento, Iuvarello (in Calabria), Verdurino and Vuiono (in Calabria);White
Biancolella;Bianca, Bianca Tera, Biancolella selvatica, Biancolella Veraca, Biancolella Verace, Biancolillo, Bianculella, Bianculellu, Ianculella, Ianculillo, Jancolella, Janculella, Janculillo, Petite blance and Petite Blanche;White
Biancu Gentile;;White
Biancone di Portoferraio;Biancona, Biancone (in Corsica), Biancone blanc, Corcesco, Folle Verte d'Oleron, Pagadebiti di Porto S Stefano, Pagadebiti di Porto San Stefano and Uva bianca;White
Bical / Borrado das Moscas;Arinto de Alcobaça, Barrado das Moscas, Bical de Bairrada, Borrado das Moscas (in the Dao), Pintado das Moscas, and Pintado dos Pardais;White
Bigolona;Bigolara, Bigolona bianca, Bigolona Veronese, Sampagna and Smarzirola;White
Blatterle;Bianchetto de Verzuolo, Blaterle, Blatterl and Platterle;White
Bratislavské biele;;White
Boais;;White
Bogdanuša;Bogdanoucha, Bogdanuša Bijela, Bogdanuša Mala, Bogdanuša Vela, Bogdanuša Vela Mladinka, Bojadanuša, Bojdanuša, Mladeinka, Vrbanjka, and Vrbanjska;White
Bombino bianco;Abondante, Bambino, Bambino Peloso Gentile, Bammino, Banjac, Bilana, Bobbino, Bommino, Bonvino, Bonvino bianco, Buon Vino, Buonvino bianco, Butta Palmento, Butta Pezzente, Buttspezzante, Calatammurro, Calpolese, Camblese, Campanile, Campolese, Campolese Camplese, Campolese Chiuso, Campolese Scinciaro, Campolese Sciniato, Carapa, Castella, Cococciola, Cola Tamburo, Colatammurro, Debit, Debit Veliki, Donnee, Marese, Ottenese, Ottonese (in central Italy, particularly the Lazio region), Pagadebiti (in Emilia-Romagna), Poulzhinatz, Pulizanac, Puljizanac, Ribola, Ripona, Scacciadebiti, Schiacciadebiti, Straccia Cambiale, Strappa Cambiale, Tivolese bianco, Trebbiano Abruzzese, Trebbiano Bianco di Chieti, Trebbiano Campolese, Trebbiano d'Abruzzo, Trebbiano d'Ora, Trebbiano d'Oro, Trebbiano di Abruzzo, Trebbiano di Avezzano, Trebbiano di Macerata, Trebbiano di Teramo, Trebbiano Dorato di Teramo, Trivolese, Uva Castellana, Uva da un Osso, Uva Fermana, Uva Romana, and Zapponara bianca;White
Borba blanca;;White
Bosco;Bosco Bianco, Bosco Bianco del Genovesato and Madea;White
Bourboulenc;Berlou blanc, Blanquette, Blanquette du Frontonnais, Blanquette du Gard, Blanquette menue, Bourbojlanc, Bourboulenco, Bourbouleng, Bourboulenque, Bourbounenco, Burbulen, Clairette dorée à Paulhan, Clairette à grains ronds, Clairette blanche, Clairette dorée, Clairette grosse, Clairette rousse, Clairette rousse du Var, Doucillon, Frappad, Grosse Clairette, Malvoisie, Malvoisie à la Clape, Mourterille, Ondenc, Picardan, Roussaou, Roussette, Roussette du Vaucluse;White
Bouvier;Bela Ranina, Bela Ranka, Boouvierovo Grozno, Bouvier blanc, Bouvier Précoce, Bouvier Trante weisse, Bouvier Traube weisse, Bouvierov Hrozen, Bouvierova Ranina, Bouvierovo Grozno, Bouvierovo Hrozno, Bouvierovo Ranina, Bouvierrebe, Bouviertraube, Bouviertraube weisse, Bouvieruv Hrozen, Bouvijejeva Ranka, Bouvijeorva Ranina, Bouvijerova Ranka, Bovije, Buveleova Ranka, Buvie, Buvierov Hrozen, Buvije, Buvijeova Ranina, Buvijeova Ranka, Buvijeva Ranka, Buvileova Ranka, Chasselas Bouvier, Findling, Kimmig Kp 1, Précoce de Bouvier, Précoce de Bouvier bianco, Précoce de Bouvier blanc, Précoce di Bouvier bianco, Radgonska Ranina, Radgonska Ranina bijela, Ragdonska Ranina bela, Ranina, Ranina bela, Ranka, and Sasla Buvije;White
Breidecker;CD 4984, Geisenheim 4984, and Gm 49-84;White
Brustiano bianco;Bruschiami, Bruschianu, Bruschjami, Bruschjanu, Brustiano, Brustianu, Calitrano (in the commune of Sartène on Corsica), Calitranu, Colitrano (in Corsica) and Licronaxu bianco (in Sardinia);White
Bual / Boal;;White
Budai Zöld;;White
Bukettraube;Bocksbeutel, Bouquet Blanc, Bouquet Traube, Bouquettraube, Boxer, Buket, Bukettrebe, Bukettriesling, Sylvaner Musqué, Würzburger;White
Burger / Monbadon;Aouba, Auba, Berger, Blanc de Cadillac, Burger, Cadillac, Caoba, Castillone à Montendre, Frontignan, Frontignan des Charentes, Grand Blanc, Gros Montils, Meslier d'Orleans, Monbadon, and Ugni de Montpellier;White
Caíño blanco;Alvarinhão, Cainho, Cainho branco, Cainho de Moreira (in Vinho Verde), Caino blanco, Caíño branco (in Galicia and Portugal), Caino branco and Caino de Moreira;White
Camaralet;Camaralet blanc, Camaralet à Fleurs Femelles, Camaralet de Lasseube, Camarau, Camaraou blanc, Gentil aromatique, Moustardet and Petit Camarau;White
Canari blanc;Bellecital, Caillaba and Cailleba;White
Caprettone;;White
Carica l'Asino;;White
Carignan blanc;Feher Carignan and Karinjan;White
Cascarolo bianco;Cascarala, Cascarecul, Cascarelbo and Cascarolo;White
Catarratto;Castellaro, Cataratto Bertolaro, Catarratto Bianco Comune, Catarratto Bianco Extra Lucido, Cataratto Bianco Latino, Catarratto Bianco Lucido, Catarratto Bianco Lustro, Cataratto Bianco Nostrale, Cataratto Carteddaro, Catarratto Bertolare, Catarratto Bertolaro, Catarratto Bianco Latino, Catarratto Bianco Nostrale Catarratto Carteddaro, Cattaratto Commune, and Catarrato Lucido;White
Cayetana / Calagraño / Jaén blanca / Garrido;Amor blanco, Aujubi, Avesso du Minho, Baladi, Baladi-Verdejo, Belledy, Blanca Cayetana, Blanco Jaen, Cagazal, Calagrano, Calagrano blanc, Calegrano, Cayetana blanca, Cazagal, Charello, Charelo, Chaselo, Cheres, Cirial, Clagrano, Dedo, Dedro, Djiniani, Doradillo, Farta Gosos, Fartagosos, Garillo, Garrida, Garrido, Garriga, Garrilla, Hoja Vuelta, Jaén blanco, Jaén Doradillo, Jaén Empinadillo, Jaén Prieto blanco, Jaenes, Jaina, Jarime, Jean de Castilla, Jean de Letur, Jean de Letur de Maratella, Jean Doradillo, Jean Dore, Jean Prieto, Machuenco, Maizancho, Mariouti, Mourisco Arsello, Mourisco Portalegre, Naves, Naves Cazagal, Neruca, Padero, Parda, Pardilla, Pardina, Pirulet, Plateadillo, Plateado, Robal, Tierra de Barros, Verdeja, Virules, and Xarello;White
Cereza;Ceresa, Ceresina, Cereza Italiana, Cerise, and Chereza;White
